,Age,Purchase Amount (USD),Review Rating,Previous Purchases,Category,Color,Season,Frequency of Purchases,Cluster
867,37,20,3.1,23,Outerwear,Turquoise,Spring,Fortnightly,5
868,40,83,3.2,2,Clothing,Green,Summer,Every 3 Months,1
869,38,54,2.7,33,Accessories,Silver,Spring,Weekly,5
870,66,66,2.5,6,Clothing,Blue,Fall,Bi-Weekly,4
871,47,42,2.6,45,Accessories,Charcoal,Spring,Quarterly,5
872,56,33,2.9,25,Clothing,Pink,Spring,Quarterly,4
873,51,77,4.2,24,Footwear,Pink,Summer,Quarterly,0
874,25,65,4.4,10,Outerwear,Magenta,Fall,Every 3 Months,1
875,37,39,4.1,7,Footwear,Gray,Summer,Every 3 Months,1
876,41,51,3.8,1,Accessories,Gray,Summer,Weekly,1
877,64,65,4.9,45,Accessories,Orange,Winter,Every 3 Months,0
878,23,89,4.9,37,Accessories,Black,Summer,Weekly,2
879,62,76,4.1,14,Clothing,Lavender,Spring,Quarterly,0
880,39,75,3.1,25,Accessories,Red,Spring,Monthly,5
881,52,61,2.7,18,Footwear,Silver,Summer,Annually,4
882,50,35,3.8,37,Footwear,Cyan,Fall,Every 3 Months,3
883,28,37,4.3,30,Footwear,Gold,Fall,Monthly,2
884,67,91,4.1,34,Clothing,Yellow,Winter,Weekly,0
885,41,99,4.4,49,Clothing,Purple,Fall,Every 3 Months,2
886,19,54,3.6,48,Clothing,Brown,Summer,Monthly,2
887,70,47,3.3,33,Accessories,Turquoise,Winter,Fortnightly,4
888,49,77,3.6,44,Accessories,Gold,Spring,Annually,5
889,59,84,2.8,50,Accessories,Olive,Fall,Weekly,5
890,52,51,4.3,47,Accessories,Purple,Spring,Monthly,3
891,20,26,3.9,24,Clothing,Lavender,Summer,Every 3 Months,1
892,31,64,2.7,43,Clothing,Gray,Summer,Monthly,5
893,33,51,4.7,14,Accessories,Red,Spring,Monthly,1
894,44,60,3.8,3,Clothing,Purple,Spring,Quarterly,1
895,40,69,4.7,33,Accessories,Olive,Spring,Quarterly,2
896,69,29,4.7,38,Accessories,Lavender,Spring,Fortnightly,3
897,29,91,3.4,46,Clothing,Gray,Spring,Weekly,5
898,54,70,3.5,19,Accessories,Red,Spring,Every 3 Months,4
899,65,58,4.0,20,Clothing,Peach,Summer,Annually,0
900,54,98,3.3,42,Accessories,Gray,Fall,Quarterly,0
901,60,68,4.7,34,Accessories,Violet,Summer,Monthly,0
902,43,44,2.8,5,Accessories,Beige,Summer,Monthly,4
903,44,45,3.3,3,Outerwear,Blue,Winter,Quarterly,4
904,69,99,2.9,46,Clothing,Magenta,Spring,Every 3 Months,0
905,46,68,2.8,16,Clothing,Cyan,Spring,Annually,4
906,41,56,4.2,21,Clothing,Red,Spring,Bi-Weekly,1
907,32,43,4.4,34,Clothing,Cyan,Winter,Bi-Weekly,2
908,26,99,3.6,9,Accessories,Turquoise,Winter,Every 3 Months,1
909,61,56,2.7,36,Accessories,Silver,Fall,Weekly,5
910,49,25,3.4,22,Clothing,Pink,Spring,Monthly,3
911,53,74,2.8,2,Clothing,Black,Winter,Quarterly,4
912,24,56,3.4,32,Clothing,Green,Winter,Monthly,5
913,37,47,2.6,29,Footwear,Yellow,Fall,Every 3 Months,5
914,43,67,4.1,27,Clothing,Purple,Summer,Every 3 Months,0
915,31,22,2.9,33,Clothing,Purple,Winter,Fortnightly,5
916,49,34,2.7,16,Clothing,Blue,Spring,Monthly,4
917,69,64,3.7,11,Clothing,Maroon,Spring,Quarterly,4
918,65,42,4.3,11,Clothing,Orange,Spring,Fortnightly,3
919,41,82,2.6,17,Clothing,Green,Winter,Bi-Weekly,4
920,37,81,4.3,37,Accessories,Gold,Summer,Weekly,2
921,70,24,4.1,18,Outerwear,Silver,Summer,Weekly,3
922,63,60,4.2,13,Footwear,Cyan,Fall,Monthly,0
923,55,24,4.2,7,Clothing,Silver,Spring,Weekly,3
924,52,78,3.1,37,Clothing,Beige,Winter,Quarterly,5
925,22,88,4.9,8,Clothing,Teal,Winter,Monthly,1
926,54,63,4.4,11,Clothing,Green,Spring,Bi-Weekly,0
927,28,78,4.4,8,Footwear,Black,Summer,Bi-Weekly,1
928,67,37,3.4,31,Clothing,Yellow,Winter,Every 3 Months,3
929,59,94,4.5,26,Footwear,White,Fall,Fortnightly,0
930,26,78,4.5,20,Clothing,Green,Fall,Bi-Weekly,2
931,24,36,4.1,24,Outerwear,Silver,Winter,Fortnightly,1
932,62,24,3.2,45,Clothing,Blue,Winter,Bi-Weekly,5
933,70,84,2.7,33,Footwear,Magenta,Spring,Monthly,4
934,45,47,3.7,21,Clothing,Yellow,Spring,Monthly,3
935,58,51,2.6,2,Clothing,White,Fall,Fortnightly,4
936,31,84,2.7,28,Footwear,Pink,Summer,Weekly,5
937,32,24,2.7,18,Clothing,Magenta,Summer,Quarterly,4
938,36,97,4.8,21,Clothing,Teal,Fall,Fortnightly,0
939,25,89,4.8,24,Clothing,Indigo,Winter,Monthly,2
940,48,44,2.6,15,Accessories,Maroon,Spring,Every 3 Months,4
941,39,35,4.5,38,Accessories,Black,Winter,Every 3 Months,3
942,26,91,3.2,38,Clothing,Cyan,Winter,Bi-Weekly,5
943,32,63,3.8,13,Accessories,Cyan,Winter,Fortnightly,1
944,54,97,4.8,39,Accessories,Gray,Spring,Bi-Weekly,0
945,38,38,4.1,8,Footwear,Violet,Summer,Every 3 Months,1
946,46,24,2.8,4,Outerwear,Blue,Spring,Quarterly,4
947,57,32,3.9,6,Clothing,Charcoal,Winter,Every 3 Months,3
948,49,90,4.9,11,Accessories,Olive,Summer,Every 3 Months,0
949,33,36,3.4,49,Clothing,Olive,Summer,Monthly,5
950,54,37,4.1,30,Accessories,Turquoise,Winter,Quarterly,3
951,47,51,2.9,34,Clothing,Cyan,Summer,Monthly,5
952,36,71,3.1,28,Accessories,Red,Fall,Monthly,5
953,68,50,3.6,36,Accessories,Cyan,Spring,Quarterly,3
954,60,74,3.5,18,Accessories,Turquoise,Fall,Every 3 Months,4
955,55,75,3.4,4,Clothing,Lavender,Summer,Monthly,4
956,29,99,2.9,42,Clothing,Cyan,Spring,Quarterly,5
957,38,23,4.7,11,Accessories,Violet,Spring,Quarterly,3
958,70,53,4.4,31,Footwear,Beige,Winter,Bi-Weekly,3
959,36,99,2.6,12,Clothing,Cyan,Spring,Fortnightly,1
960,18,48,4.4,20,Accessories,Indigo,Spring,Quarterly,2
961,62,72,3.7,37,Footwear,Olive,Fall,Quarterly,0
962,29,64,4.4,26,Accessories,Green,Spring,Fortnightly,2
963,21,63,2.5,14,Footwear,Green,Spring,Weekly,1
964,42,51,2.6,12,Footwear,Beige,Spring,Bi-Weekly,4
965,43,55,5.0,10,Footwear,Black,Spring,Annually,3
966,58,55,4.9,19,Clothing,Brown,Spring,Annually,3
967,27,26,3.7,4,Clothing,Silver,Summer,Weekly,1
968,57,67,3.1,48,Clothing,Gray,Summer,Quarterly,5
969,40,31,3.2,37,Outerwear,Pink,Fall,Monthly,5
970,45,66,4.4,4,Clothing,Maroon,Winter,Monthly,1
971,47,67,4.3,15,Accessories,Cyan,Summer,Weekly,0
972,61,61,3.0,33,Footwear,Gold,Winter,Weekly,5
973,60,75,3.5,30,Outerwear,Teal,Fall,Quarterly,0
974,69,90,3.6,23,Clothing,Beige,Spring,Monthly,0
975,58,40,3.8,2,Clothing,Olive,Summer,Weekly,4
976,34,90,3.6,50,Clothing,Gray,Fall,Every 3 Months,5
977,20,20,4.6,34,Accessories,Black,Spring,Bi-Weekly,2
978,56,40,2.5,33,Accessories,Turquoise,Summer,Weekly,5
979,64,33,3.5,34,Accessories,Brown,Fall,Monthly,3
980,56,98,4.0,39,Footwear,Magenta,Spring,Every 3 Months,0
981,27,42,3.5,47,Accessories,Silver,Spring,Quarterly,5
982,35,62,3.2,37,Outerwear,Red,Summer,Monthly,5
983,24,45,3.5,40,Accessories,Indigo,Winter,Bi-Weekly,5
984,26,78,3.4,8,Footwear,Green,Summer,Bi-Weekly,1
985,32,80,5.0,12,Accessories,Gray,Fall,Annually,1
986,54,96,4.5,36,Accessories,Peach,Spring,Monthly,0
987,62,47,2.8,48,Accessories,Charcoal,Summer,Weekly,5
988,50,84,4.9,47,Clothing,Orange,Winter,Fortnightly,0
989,70,31,3.1,2,Footwear,Beige,Spring,Monthly,4
990,48,63,4.8,24,Accessories,Yellow,Spring,Weekly,0
991,20,97,2.7,40,Clothing,White,Spring,Bi-Weekly,5
992,46,99,4.6,50,Outerwear,Gray,Winter,Weekly,0
993,51,90,4.4,25,Footwear,Peach,Winter,Weekly,0
994,53,68,3.2,20,Footwear,Violet,Fall,Monthly,4
995,44,80,3.0,10,Accessories,Magenta,Spring,Weekly,4
996,29,91,4.9,32,Footwear,Maroon,Summer,Quarterly,2
997,64,30,3.6,31,Clothing,Cyan,Spring,Fortnightly,3
998,51,90,3.8,48,Footwear,White,Spring,Bi-Weekly,0
999,50,28,2.9,23,Clothing,Brown,Spring,Monthly,4
1000,43,46,3.9,1,Clothing,Red,Winter,Bi-Weekly,1
1001,61,60,3.6,4,Clothing,Orange,Fall,Fortnightly,4
1002,55,59,3.5,3,Footwear,White,Spring,Bi-Weekly,4
1003,56,68,4.0,3,Accessories,Green,Fall,Bi-Weekly,4
1004,33,79,4.8,44,Accessories,Black,Summer,Annually,2
1005,43,94,3.9,5,Accessories,Gold,Winter,Bi-Weekly,1
1006,21,83,4.5,50,Clothing,Lavender,Summer,Quarterly,2
1007,58,62,4.8,2,Accessories,Turquoise,Spring,Annually,0
1008,41,85,2.6,29,Accessories,Pink,Spring,Annually,5
1009,39,30,3.1,11,Clothing,Silver,Summer,Annually,4
1010,54,24,4.7,37,Clothing,Gray,Spring,Fortnightly,3
1011,43,25,2.9,32,Accessories,Indigo,Spring,Fortnightly,5
1012,28,37,3.8,27,Footwear,Teal,Summer,Annually,2
1013,59,69,3.8,31,Accessories,Green,Summer,Bi-Weekly,0
1014,28,97,3.0,36,Footwear,Violet,Summer,Fortnightly,5
1015,68,24,4.1,34,Accessories,Cyan,Summer,Weekly,3
1016,20,30,3.4,15,Accessories,Blue,Summer,Every 3 Months,1
1017,21,53,2.5,14,Outerwear,Orange,Fall,Annually,1
1018,50,70,4.9,46,Clothing,Charcoal,Spring,Weekly,2
1019,32,76,2.8,33,Clothing,Beige,Winter,Bi-Weekly,5
1020,24,95,4.5,41,Accessories,Black,Fall,Annually,2
1021,55,51,4.9,39,Outerwear,Lavender,Winter,Weekly,3
1022,61,41,4.9,7,Accessories,Lavender,Winter,Annually,3
1023,61,71,3.5,29,Accessories,Turquoise,Winter,Every 3 Months,0
1024,28,66,3.5,18,Clothing,Purple,Summer,Quarterly,1
1025,60,84,4.9,15,Clothing,Olive,Winter,Annually,0
1026,49,95,3.0,39,Accessories,Turquoise,Winter,Bi-Weekly,5
1027,33,90,2.8,11,Accessories,Teal,Summer,Monthly,1
1028,45,36,3.7,4,Clothing,Lavender,Summer,Fortnightly,4
1029,29,22,3.6,33,Accessories,Purple,Spring,Bi-Weekly,5
1030,58,89,3.3,37,Outerwear,Blue,Winter,Quarterly,0
1031,22,50,3.4,32,Footwear,Teal,Spring,Quarterly,5
1032,55,36,4.0,44,Footwear,Lavender,Fall,Quarterly,3
1033,19,52,4.6,41,Clothing,Silver,Spring,Quarterly,2
1034,68,29,4.2,44,Clothing,Olive,Fall,Weekly,3
1035,61,89,2.8,32,Clothing,Brown,Fall,Annually,4
1036,68,47,3.7,13,Accessories,Yellow,Fall,Monthly,4
1037,52,25,3.4,48,Accessories,Brown,Spring,Quarterly,5
1038,41,74,3.0,3,Clothing,Cyan,Fall,Weekly,1
1039,29,46,4.8,39,Accessories,Magenta,Fall,Monthly,2
1040,68,22,4.0,7,Clothing,Magenta,Fall,Fortnightly,3
1041,36,25,4.9,11,Clothing,Orange,Summer,Fortnightly,3
1042,55,80,4.9,47,Accessories,Maroon,Spring,Weekly,0
1043,28,76,3.3,28,Clothing,Green,Spring,Fortnightly,1
1044,39,30,4.4,17,Clothing,Teal,Summer,Every 3 Months,3
1045,54,79,3.5,11,Clothing,Black,Fall,Bi-Weekly,4
1046,40,22,4.2,12,Footwear,Magenta,Winter,Annually,3
1047,31,36,4.2,7,Clothing,Olive,Fall,Fortnightly,1
1048,30,77,2.7,19,Clothing,Yellow,Fall,Fortnightly,1
1049,45,33,2.8,24,Accessories,Purple,Fall,Quarterly,4
1050,48,64,3.8,19,Footwear,Beige,Winter,Monthly,0
1051,45,53,2.6,39,Clothing,Indigo,Fall,Annually,5
1052,60,36,3.0,1,Footwear,Pink,Fall,Fortnightly,4
1053,59,70,3.3,10,Clothing,Blue,Spring,Bi-Weekly,4
1054,18,96,4.9,48,Clothing,Cyan,Winter,Quarterly,2
1055,70,27,3.3,24,Outerwear,Orange,Spring,Annually,4
1056,20,64,2.9,42,Clothing,Black,Winter,Fortnightly,5
1057,65,23,4.4,20,Outerwear,Maroon,Spring,Weekly,3
1058,29,33,3.1,49,Accessories,Violet,Summer,Every 3 Months,5
1059,22,34,2.5,25,Outerwear,Beige,Winter,Monthly,5
1060,27,35,2.6,21,Clothing,Gray,Summer,Every 3 Months,5
1061,36,62,4.4,12,Outerwear,Gray,Summer,Every 3 Months,1
1062,59,75,2.6,21,Footwear,Brown,Fall,Every 3 Months,4
1063,62,29,3.3,35,Clothing,Indigo,Summer,Monthly,3
1064,34,28,3.5,42,Accessories,Violet,Spring,Every 3 Months,5
1065,59,20,4.1,3,Clothing,Blue,Spring,Every 3 Months,3
1066,49,96,4.0,11,Outerwear,Red,Winter,Bi-Weekly,0
1067,18,43,2.7,22,Clothing,Peach,Summer,Quarterly,1
1068,55,94,2.5,47,Clothing,Olive,Fall,Weekly,5
1069,38,81,4.3,33,Clothing,White,Fall,Every 3 Months,2
1070,50,75,3.3,50,Accessories,Magenta,Summer,Weekly,5
1071,61,81,2.6,46,Accessories,Beige,Summer,Monthly,5
1072,48,92,3.5,34,Clothing,Gold,Fall,Fortnightly,0
1073,22,96,4.0,33,Accessories,Purple,Spring,Monthly,2
1074,48,71,2.6,45,Accessories,White,Fall,Fortnightly,5
1075,57,50,4.9,32,Accessories,Indigo,Summer,Bi-Weekly,3
1076,33,72,2.9,47,Outerwear,Charcoal,Spring,Bi-Weekly,5
1077,58,28,3.7,5,Outerwear,Pink,Winter,Quarterly,4
1078,37,59,4.4,49,Clothing,Silver,Fall,Fortnightly,2
1079,18,33,4.4,48,Outerwear,Blue,Summer,Monthly,2
1080,65,59,3.8,22,Accessories,Blue,Fall,Every 3 Months,4
1081,62,30,4.5,45,Accessories,Brown,Spring,Annually,3
1082,54,85,2.6,30,Accessories,Cyan,Winter,Quarterly,5
1083,35,97,3.3,43,Accessories,Teal,Summer,Weekly,5
1084,34,36,4.1,48,Clothing,Purple,Fall,Quarterly,2
1085,25,85,3.0,23,Accessories,Turquoise,Winter,Fortnightly,1
1086,53,62,3.0,27,Accessories,Olive,Winter,Bi-Weekly,4
1087,45,71,3.4,7,Clothing,White,Winter,Monthly,1
1088,49,21,2.7,2,Clothing,Turquoise,Winter,Weekly,4
1089,40,61,3.8,33,Accessories,Silver,Spring,Bi-Weekly,2
1090,38,58,4.2,27,Accessories,Violet,Spring,Fortnightly,2
1091,44,80,4.7,6,Clothing,Lavender,Spring,Fortnightly,0
1092,68,50,4.1,20,Accessories,Magenta,Spring,Quarterly,3
1093,60,48,4.2,46,Footwear,Indigo,Winter,Every 3 Months,3
1094,25,40,4.8,25,Accessories,Black,Winter,Quarterly,2
1095,19,34,3.0,30,Outerwear,Peach,Summer,Quarterly,5
1096,57,46,2.6,48,Outerwear,Beige,Fall,Annually,5
1097,58,27,3.2,47,Accessories,Black,Summer,Weekly,5
1098,49,98,3.6,27,Accessories,Turquoise,Spring,Weekly,0
1099,19,73,2.6,45,Clothing,Peach,Fall,Fortnightly,5
1100,50,28,4.4,2,Clothing,Gold,Spring,Weekly,3
1101,30,76,3.0,39,Accessories,Silver,Fall,Fortnightly,5
1102,52,83,2.9,24,Clothing,Peach,Fall,Fortnightly,4
1103,35,23,4.3,8,Clothing,Charcoal,Spring,Bi-Weekly,3
1104,35,28,3.1,8,Accessories,Beige,Fall,Quarterly,1
1105,33,83,3.0,6,Clothing,Olive,Spring,Every 3 Months,1
1106,52,96,3.6,12,Clothing,Violet,Winter,Fortnightly,0
1107,69,62,2.8,26,Footwear,Peach,Fall,Weekly,4
1108,27,25,2.8,50,Clothing,Teal,Fall,Fortnightly,5
1109,66,97,4.9,2,Clothing,Violet,Winter,Weekly,0
1110,28,61,3.0,31,Clothing,Cyan,Fall,Bi-Weekly,5
1111,22,66,4.1,4,Footwear,Olive,Summer,Bi-Weekly,1
1112,69,67,4.6,32,Clothing,Pink,Spring,Quarterly,0
1113,28,80,4.8,11,Accessories,Purple,Summer,Bi-Weekly,1
1114,55,25,2.6,47,Clothing,Violet,Fall,Every 3 Months,5
1115,30,58,4.0,37,Accessories,Peach,Fall,Weekly,2
1116,67,96,4.2,39,Accessories,Charcoal,Winter,Fortnightly,0
1117,25,77,4.5,24,Accessories,Lavender,Spring,Monthly,2
1118,49,65,4.9,11,Accessories,Purple,Summer,Every 3 Months,0
1119,34,36,3.1,36,Accessories,Indigo,Spring,Weekly,5
1120,22,84,4.0,40,Footwear,Magenta,Winter,Monthly,2
1121,63,58,3.2,25,Clothing,Peach,Fall,Quarterly,4
1122,70,62,4.3,12,Accessories,Charcoal,Spring,Annually,0
1123,36,67,2.5,38,Accessories,Purple,Fall,Monthly,5
1124,42,20,4.9,40,Clothing,Orange,Spring,Quarterly,3
1125,27,90,2.7,10,Footwear,Lavender,Summer,Weekly,1
1126,23,58,3.4,47,Accessories,Beige,Winter,Fortnightly,5
1127,50,53,4.8,22,Clothing,Maroon,Spring,Monthly,3
1128,56,30,4.7,35,Accessories,Charcoal,Winter,Monthly,3
1129,37,65,4.7,46,Clothing,White,Winter,Fortnightly,2
1130,67,41,3.9,30,Accessories,Lavender,Summer,Bi-Weekly,3
1131,67,73,3.7,20,Clothing,Black,Spring,Monthly,0
1132,50,98,4.3,25,Clothing,Teal,Spring,Fortnightly,0
1133,36,36,4.1,29,Footwear,Magenta,Winter,Weekly,3
1134,62,81,4.6,2,Clothing,Brown,Summer,Every 3 Months,0
1135,65,90,3.6,32,Clothing,Peach,Winter,Quarterly,0
1136,23,83,4.8,37,Accessories,Cyan,Summer,Monthly,2
1137,46,91,2.8,16,Clothing,Pink,Winter,Every 3 Months,4
1138,18,36,4.7,32,Clothing,Purple,Summer,Fortnightly,2
1139,58,53,3.9,42,Outerwear,Purple,Spring,Bi-Weekly,3
1140,31,39,2.6,6,Clothing,White,Winter,Every 3 Months,1
1141,39,33,4.7,23,Accessories,Silver,Winter,Fortnightly,3
1142,69,76,3.5,27,Clothing,Green,Spring,Bi-Weekly,0
1143,68,23,4.4,43,Footwear,Teal,Winter,Quarterly,3
1144,41,54,4.4,25,Clothing,Indigo,Fall,Fortnightly,3
1145,31,89,3.0,30,Footwear,Pink,Summer,Every 3 Months,5
1146,48,38,4.2,7,Footwear,Indigo,Summer,Every 3 Months,3
1147,59,36,4.3,17,Accessories,Red,Winter,Annually,3
1148,34,66,2.6,10,Clothing,Violet,Spring,Fortnightly,1
1149,21,42,3.3,40,Accessories,Cyan,Spring,Annually,5
1150,29,36,2.7,50,Accessories,Red,Winter,Bi-Weekly,5
1151,41,86,4.2,24,Clothing,Gray,Spring,Weekly,0
1152,62,49,4.0,8,Accessories,Gold,Fall,Every 3 Months,4
1153,27,41,4.0,6,Clothing,Pink,Summer,Quarterly,1
1154,49,82,2.9,44,Clothing,Cyan,Spring,Bi-Weekly,5
1155,67,53,2.6,47,Clothing,Red,Fall,Quarterly,5
1156,20,21,4.8,6,Footwear,Gold,Summer,Every 3 Months,1
1157,37,66,4.4,11,Accessories,Charcoal,Fall,Quarterly,1
1158,69,89,4.0,41,Accessories,Orange,Summer,Annually,0
1159,66,55,3.6,46,Accessories,Blue,Fall,Every 3 Months,5
1160,37,42,3.2,9,Accessories,Blue,Summer,Bi-Weekly,1
1161,63,52,3.1,37,Clothing,Orange,Fall,Monthly,5
1162,47,92,4.2,13,Footwear,Blue,Winter,Weekly,0
1163,26,56,3.0,24,Clothing,White,Summer,Monthly,1
1164,68,96,4.2,47,Clothing,Green,Winter,Quarterly,0
1165,51,64,2.9,21,Clothing,Silver,Winter,Every 3 Months,4
1166,48,48,3.7,22,Clothing,Lavender,Winter,Fortnightly,3
1167,60,83,3.6,16,Clothing,Beige,Summer,Quarterly,0
1168,68,91,3.6,37,Accessories,Violet,Summer,Fortnightly,0
1169,25,94,4.5,3,Accessories,Gray,Fall,Annually,1
1170,57,62,3.2,33,Clothing,Red,Spring,Bi-Weekly,5
1171,41,55,3.9,15,Clothing,Lavender,Spring,Annually,1
1172,59,68,4.6,42,Outerwear,Peach,Spring,Bi-Weekly,0
1173,44,76,2.5,42,Accessories,Indigo,Winter,Bi-Weekly,5
1174,42,31,4.3,19,Accessories,Black,Winter,Bi-Weekly,3
1175,35,81,4.1,26,Accessories,Beige,Spring,Quarterly,2
1176,36,83,4.6,39,Clothing,Red,Winter,Quarterly,2
1177,54,21,4.8,24,Clothing,Black,Spring,Monthly,3
1178,37,22,4.9,23,Clothing,Teal,Spring,Annually,3
1179,20,33,2.8,44,Clothing,Blue,Summer,Annually,5
1180,23,23,4.9,34,Clothing,Beige,Spring,Monthly,2
1181,61,96,3.5,43,Clothing,Teal,Summer,Quarterly,0
1182,37,21,3.8,45,Accessories,Maroon,Spring,Quarterly,3
1183,23,39,4.5,4,Clothing,Yellow,Spring,Weekly,1
1184,63,73,3.4,19,Accessories,Indigo,Fall,Annually,4
1185,47,64,3.9,29,Clothing,Magenta,Spring,Monthly,0
1186,63,68,4.1,27,Clothing,Beige,Summer,Annually,0
1187,56,89,3.0,37,Accessories,Maroon,Fall,Every 3 Months,5
1188,68,29,3.3,11,Clothing,Magenta,Summer,Weekly,4
1189,64,97,4.9,28,Clothing,Teal,Summer,Annually,0
1190,62,45,4.3,31,Clothing,Orange,Winter,Weekly,3
1191,34,70,4.1,50,Clothing,Charcoal,Winter,Quarterly,2
1192,49,56,4.0,42,Outerwear,Turquoise,Summer,Quarterly,5
1193,40,55,5.0,18,Outerwear,Pink,Fall,Fortnightly,3
1194,50,46,3.1,6,Clothing,Teal,Winter,Fortnightly,4
1195,25,95,4.0,33,Accessories,White,Winter,Monthly,2
1196,30,88,3.2,13,Accessories,Maroon,Winter,Bi-Weekly,1
1197,54,92,3.9,26,Footwear,Violet,Fall,Annually,0
1198,40,49,3.9,17,Clothing,Brown,Summer,Annually,1
1199,49,89,4.5,3,Footwear,Indigo,Fall,Weekly,0
1200,27,22,4.4,7,Outerwear,Black,Winter,Weekly,1
1201,27,61,3.1,46,Footwear,Black,Summer,Fortnightly,5
1202,48,29,2.9,14,Accessories,Olive,Spring,Every 3 Months,4
1203,40,82,3.7,23,Footwear,Orange,Winter,Annually,0
1204,67,94,3.2,20,Accessories,Pink,Spring,Every 3 Months,0
1205,52,99,3.5,38,Accessories,Olive,Spring,Fortnightly,0
1206,22,59,3.0,16,Accessories,Cyan,Fall,Every 3 Months,1
1207,62,90,4.1,48,Footwear,White,Summer,Every 3 Months,0
1208,20,100,2.9,8,Footwear,Red,Winter,Annually,1
1209,41,62,3.8,16,Clothing,Blue,Winter,Monthly,1
1210,34,78,4.1,5,Accessories,Olive,Fall,Quarterly,1
1211,23,94,4.6,14,Clothing,Green,Spring,Every 3 Months,1
1212,32,74,2.5,18,Footwear,Yellow,Summer,Weekly,1
1213,68,52,3.7,14,Accessories,Black,Spring,Every 3 Months,4
1214,30,81,3.8,5,Outerwear,Blue,Fall,Every 3 Months,1
1215,66,20,2.6,15,Clothing,Pink,Winter,Every 3 Months,4
1216,62,32,3.7,3,Clothing,Lavender,Summer,Every 3 Months,4
1217,50,63,2.6,12,Footwear,Cyan,Fall,Every 3 Months,4
1218,55,79,3.1,43,Footwear,Cyan,Spring,Every 3 Months,5
1219,19,23,2.5,35,Clothing,Gold,Winter,Bi-Weekly,5
1220,67,64,4.9,36,Accessories,Green,Winter,Quarterly,0
1221,18,69,4.5,3,Clothing,Red,Winter,Quarterly,1
1222,58,69,3.4,27,Clothing,Magenta,Fall,Annually,4
1223,69,24,3.9,21,Clothing,Red,Winter,Weekly,3
1224,62,50,3.7,18,Clothing,Yellow,Summer,Weekly,4
1225,28,97,2.6,16,Accessories,Turquoise,Fall,Weekly,1
1226,53,91,3.4,18,Footwear,Cyan,Fall,Bi-Weekly,0
1227,27,37,4.9,19,Clothing,Yellow,Spring,Bi-Weekly,2
1228,55,55,3.9,1,Outerwear,Yellow,Winter,Annually,4
1229,34,52,3.6,39,Accessories,Maroon,Winter,Annually,5
1230,25,80,4.6,49,Accessories,Brown,Spring,Monthly,2
1231,66,79,4.0,43,Clothing,Gold,Spring,Fortnightly,0
1232,57,23,3.6,31,Accessories,Charcoal,Summer,Every 3 Months,3
1233,46,73,3.5,40,Clothing,Beige,Winter,Every 3 Months,5
1234,38,99,4.1,2,Accessories,Indigo,Fall,Bi-Weekly,1
1235,23,22,3.0,46,Clothing,Red,Spring,Every 3 Months,5
1236,42,68,4.4,35,Accessories,White,Summer,Every 3 Months,2
1237,25,92,4.4,42,Clothing,Charcoal,Spring,Quarterly,2
1238,55,77,3.7,3,Clothing,Violet,Winter,Fortnightly,4
1239,62,37,4.8,32,Outerwear,Magenta,Spring,Every 3 Months,3
1240,41,79,2.9,48,Accessories,White,Winter,Annually,5
1241,58,51,3.1,34,Clothing,Pink,Winter,Weekly,5
1242,56,27,4.0,15,Clothing,Lavender,Summer,Quarterly,3
1243,25,23,3.0,22,Clothing,Pink,Spring,Annually,1
1244,70,76,3.9,2,Clothing,Silver,Summer,Monthly,4
1245,42,31,3.4,30,Clothing,Violet,Fall,Weekly,5
1246,27,60,2.7,27,Clothing,Charcoal,Winter,Monthly,5
1247,65,99,3.5,18,Clothing,Charcoal,Spring,Bi-Weekly,0
1248,62,37,3.0,8,Accessories,Red,Winter,Annually,4
1249,62,50,4.5,48,Footwear,Peach,Winter,Fortnightly,3
1250,52,26,4.1,24,Clothing,Purple,Winter,Monthly,3
1251,56,86,5.0,43,Clothing,Orange,Spring,Monthly,0
1252,28,41,4.0,8,Footwear,Magenta,Fall,Quarterly,1
1253,39,23,4.9,49,Footwear,Red,Winter,Annually,3
1254,54,56,3.3,2,Footwear,Black,Spring,Bi-Weekly,4
1255,30,68,4.1,38,Accessories,Peach,Fall,Fortnightly,2
1256,45,48,3.6,4,Outerwear,Olive,Winter,Fortnightly,1
1257,68,67,3.0,31,Clothing,Gold,Spring,Every 3 Months,4
1258,47,87,4.1,34,Footwear,Gold,Spring,Every 3 Months,0
1259,68,64,3.9,45,Clothing,Turquoise,Fall,Monthly,0
1260,63,93,4.1,30,Clothing,Green,Spring,Quarterly,0
1261,20,29,2.8,2,Clothing,Maroon,Summer,Fortnightly,1
1262,29,62,4.8,44,Footwear,Brown,Winter,Monthly,2
1263,41,70,4.6,1,Clothing,Brown,Winter,Bi-Weekly,1
1264,52,92,2.5,1,Clothing,Blue,Winter,Bi-Weekly,4
1265,32,79,2.7,27,Clothing,Lavender,Spring,Weekly,5
1266,20,31,4.0,14,Clothing,Peach,Fall,Every 3 Months,1
1267,47,83,2.7,41,Clothing,Gray,Spring,Weekly,5
1268,23,88,2.9,25,Outerwear,Charcoal,Winter,Bi-Weekly,1
1269,43,53,3.0,47,Accessories,Lavender,Spring,Quarterly,5
1270,67,98,3.3,20,Clothing,Green,Fall,Annually,0
1271,70,57,4.3,42,Accessories,Gray,Spring,Annually,3
1272,35,80,4.4,16,Footwear,Orange,Winter,Monthly,1
